"","medium","ID","gemeente","weight1","medium_gemeente","gebruik","freq","app","blendle","facebook","krant","nieuwsb","podcast","radio","replica","site","teltekst","tv","twitter","weetniet","youtube"
"318339","telegraaf",77139,"langedijk",1.09813478656974,"landelijk",1,6,1,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318340","telegraaf",55217,"smallingerland",0.898081711232443,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318341","telegraaf",88414,"amsterdam",1.09211804895821,"landelijk",1,2,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318347","telegraaf",11226,"almere",0.879361846186308,"landelijk",1,7,1,0,1,0,0,NA,NA,1,0,NA,NA,0,0,0
"318353","telegraaf",11207,"almere",0.940301805881723,"landelijk",1,5,1,0,0,1,0,NA,NA,1,1,NA,NA,0,0,0
"318357","telegraaf",66512,"bunschoten",0.65412002316781,"landelijk",1,7,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318363","telegraaf",11254,"almere",0.83621210660842,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318364","telegraaf",55141,"smallingerland",1.21693399652586,"landelijk",1,5,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318371","telegraaf",22287,"enschede",1.3100070737263,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318373","telegraaf",11393,"almere",1.17104368139015,"landelijk",1,4,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318374","telegraaf",88411,"amsterdam",1.09211804895821,"landelijk",1,7,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318376","telegraaf",77353,"langedijk",0.604305089175663,"landelijk",1,5,1,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318383","telegraaf",55235,"smallingerland",0.859226076233964,"landelijk",1,5,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318385","telegraaf",11112,"almere",0.879361846186308,"landelijk",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318386","telegraaf",66200,"bunschoten",1.88116939479177,"landelijk",1,3,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318392","telegraaf",55249,"smallingerland",1.21693399652586,"landelijk",1,7,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318393","telegraaf",11520,"almere",1.09514958621869,"landelijk",1,6,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318395","telegraaf",77145,"langedijk",1,"landelijk",1,3,0,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318397","telegraaf",77480,"langedijk",0.743045781576525,"landelijk",1,7,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318401","telegraaf",66044,"bunschoten",1.06766232946955,"landelijk",1,6,1,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318405","telegraaf",66202,"bunschoten",1.15252784905798,"landelijk",1,5,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318408","telegraaf",55126,"smallingerland",0.859226076233964,"landelijk",1,5,0,0,0,0,0,NA,NA,1,1,NA,NA,0,0,0
"318412","telegraaf",77199,"langedijk",0.743045781576525,"landelijk",1,6,1,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318417","telegraaf",11286,"almere",1.04141127627369,"landelijk",1,3,1,0,0,1,1,NA,NA,1,1,NA,NA,0,0,0
"318418","telegraaf",11050,"almere",0.879361846186308,"landelijk",1,7,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318423","telegraaf",11208,"almere",0.940301805881723,"landelijk",1,7,1,0,1,0,0,NA,NA,0,1,NA,NA,0,0,0
"318424","telegraaf",77496,"langedijk",0.743045781576525,"landelijk",1,4,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318427","telegraaf",66513,"bunschoten",0.65412002316781,"landelijk",1,6,0,0,0,1,0,NA,NA,1,1,NA,NA,0,0,0
"318432","telegraaf",55109,"smallingerland",0.859226076233964,"landelijk",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318435","telegraaf",77182,"langedijk",0.604305089175663,"landelijk",1,6,1,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318439","telegraaf",88405,"amsterdam",0.947416839487048,"landelijk",1,6,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318441","telegraaf",22288,"enschede",1.3100070737263,"landelijk",1,6,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318442","telegraaf",88228,"amsterdam",0.917381517197433,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318444","telegraaf",88412,"amsterdam",1.09211804895821,"landelijk",1,6,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318445","telegraaf",77637,"langedijk",0.893092265078127,"landelijk",1,6,0,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318448","telegraaf",77059,"langedijk",0.743045781576525,"landelijk",1,5,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318451","telegraaf",88275,"amsterdam",1.09211804895821,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318452","telegraaf",11349,"almere",1.09514958621869,"landelijk",1,5,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318453","telegraaf",55236,"smallingerland",1.38096474972391,"landelijk",1,3,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318455","telegraaf",11113,"almere",1.17104368139015,"landelijk",1,5,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318468","telegraaf",11285,"almere",0.879361846186308,"landelijk",1,5,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318470","telegraaf",66498,"bunschoten",0.65412002316781,"landelijk",1,7,0,0,0,1,0,NA,NA,1,1,NA,NA,0,0,0
"318474","telegraaf",11115,"almere",1.09514958621869,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318478","telegraaf",55127,"smallingerland",0.975041314245575,"landelijk",1,7,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318480","telegraaf",55219,"smallingerland",1.21693399652586,"landelijk",1,6,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318483","telegraaf",11004,"almere",1.09514958621869,"landelijk",1,5,1,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318488","telegraaf",11051,"almere",1.09514958621869,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318490","telegraaf",55240,"smallingerland",0.859226076233964,"landelijk",1,7,1,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318491","telegraaf",77188,"langedijk",0.604305089175663,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318494","telegraaf",11360,"almere",0.940301805881723,"landelijk",1,4,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318496","telegraaf",77530,"langedijk",0.743045781576525,"landelijk",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318497","telegraaf",66514,"bunschoten",0.65412002316781,"landelijk",1,5,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318503","telegraaf",11256,"almere",0.879361846186308,"landelijk",1,4,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318504","telegraaf",55143,"smallingerland",0.975041314245575,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318507","telegraaf",88432,"amsterdam",0.906197566706999,"landelijk",1,3,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318518","telegraaf",77060,"langedijk",2.21250130357724,"landelijk",1,3,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318538","telegraaf",77206,"langedijk",0.604305089175663,"landelijk",1,7,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318540","telegraaf",66499,"bunschoten",1.15252784905798,"landelijk",1,5,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318543","telegraaf",55331,"smallingerland",0.79140772150439,"landelijk",1,6,1,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318553","telegraaf",11005,"almere",1.09514958621869,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318555","telegraaf",22090,"enschede",0.793392238324074,"landelijk",1,6,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318558","telegraaf",11052,"almere",0.879361846186308,"landelijk",1,5,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318559","telegraaf",77340,"langedijk",0.604305089175663,"landelijk",1,4,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318575","telegraaf",77184,"langedijk",0.743045781576525,"landelijk",1,2,0,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318576","telegraaf",11231,"almere",0.83621210660842,"landelijk",1,3,0,0,1,0,0,NA,NA,1,0,NA,NA,0,0,0
"318579","telegraaf",88407,"amsterdam",1.09211804895821,"landelijk",1,2,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318591","telegraaf",88277,"amsterdam",0.917381517197433,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318594","telegraaf",22127,"enschede",1.3100070737263,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318595","telegraaf",11233,"almere",0.940301805881723,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318604","telegraaf",55285,"smallingerland",0.859226076233964,"landelijk",1,5,1,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318606","telegraaf",88390,"amsterdam",1.09211804895821,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318607","telegraaf",88482,"amsterdam",1.09211804895821,"landelijk",1,4,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318612","telegraaf",22556,"enschede",1.11056849418776,"landelijk",1,2,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318620","telegraaf",88234,"amsterdam",0.95910950278246,"landelijk",1,6,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318624","telegraaf",77150,"langedijk",1.09813478656974,"landelijk",1,5,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318628","telegraaf",11053,"almere",1.17104368139015,"landelijk",1,7,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318633","telegraaf",11211,"almere",1.17104368139015,"landelijk",1,5,1,0,1,0,0,NA,NA,0,1,NA,NA,0,0,0
"318638","telegraaf",88531,"amsterdam",1.09211804895821,"landelijk",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318639","telegraaf",88328,"amsterdam",1.04460325938323,"landelijk",1,6,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318641","telegraaf",77204,"langedijk",0.604305089175663,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318649","telegraaf",88493,"amsterdam",1.09211804895821,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318653","telegraaf",11397,"almere",1.17104368139015,"landelijk",1,7,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318654","telegraaf",11246,"almere",0.879361846186308,"landelijk",1,6,0,0,1,0,0,NA,NA,0,0,NA,NA,0,0,0
"318655","telegraaf",55343,"smallingerland",0.859226076233964,"landelijk",1,7,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318664","telegraaf",22128,"enschede",1.11056849418776,"landelijk",1,6,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318665","telegraaf",11234,"almere",1.09514958621869,"landelijk",1,7,0,0,0,0,0,NA,NA,1,1,NA,NA,0,0,0
"318666","telegraaf",11057,"almere",1.09514958621869,"landelijk",1,7,1,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318679","telegraaf",88247,"amsterdam",0.947416839487048,"landelijk",1,6,0,0,0,1,0,NA,NA,1,0,NA,NA,0,0,0
"318680","telegraaf",11413,"almere",0.940301805881723,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318684","telegraaf",88254,"amsterdam",0.917381517197433,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318685","telegraaf",66206,"bunschoten",1.06766232946955,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318697","telegraaf",77210,"langedijk",0.604305089175663,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318698","telegraaf",11054,"almere",0.83621210660842,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318699","telegraaf",11356,"almere",1.17104368139015,"landelijk",1,5,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318704","telegraaf",11363,"almere",1.04141127627369,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318713","telegraaf",11259,"almere",1.17104368139015,"landelijk",1,6,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318715","telegraaf",55264,"smallingerland",0.859226076233964,"landelijk",1,6,0,0,1,1,0,NA,NA,0,0,NA,NA,0,0,0
"318717","telegraaf",88251,"amsterdam",1.04460325938323,"landelijk",1,4,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318718","telegraaf",11358,"almere",1.09514958621869,"landelijk",1,5,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318727","telegraaf",11221,"almere",1.04141127627369,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318731","telegraaf",22398,"enschede",0.793392238324074,"landelijk",1,6,1,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318734","telegraaf",22129,"enschede",0.833653609499695,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318740","telegraaf",22136,"enschede",0.983363143468961,"landelijk",1,6,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318743","telegraaf",11249,"almere",0.83621210660842,"landelijk",1,7,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318746","telegraaf",88392,"amsterdam",1.04460325938323,"landelijk",1,5,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318751","telegraaf",88373,"amsterdam",1.04460325938323,"landelijk",1,6,1,0,1,0,0,NA,NA,0,1,NA,NA,0,0,0
"318754","telegraaf",88255,"amsterdam",0.906197566706999,"landelijk",1,5,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318755","telegraaf",66207,"bunschoten",0.65412002316781,"landelijk",1,5,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318759","telegraaf",22138,"enschede",0.793392238324074,"landelijk",1,3,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318761","telegraaf",55256,"smallingerland",0.79140772150439,"landelijk",1,6,0,0,0,1,0,NA,NA,1,0,NA,NA,0,0,0
"318772","telegraaf",55277,"smallingerland",0.79140772150439,"landelijk",1,6,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318774","telegraaf",11364,"almere",0.940301805881723,"landelijk",1,5,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318780","telegraaf",55258,"smallingerland",0.79140772150439,"landelijk",1,5,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318781","telegraaf",77390,"langedijk",2.21250130357724,"landelijk",1,6,0,0,1,0,0,NA,NA,0,0,NA,NA,0,0,0
"318785","telegraaf",55265,"smallingerland",0.79140772150439,"landelijk",1,6,0,0,0,0,0,NA,NA,1,1,NA,NA,0,0,0
"318788","telegraaf",11359,"almere",1.17104368139015,"landelijk",1,5,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318792","telegraaf",88233,"amsterdam",0.947416839487048,"landelijk",1,7,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318794","telegraaf",11248,"almere",0.879361846186308,"landelijk",1,7,0,0,0,0,0,NA,NA,1,1,NA,NA,0,0,0
"318796","telegraaf",55319,"smallingerland",1.21693399652586,"landelijk",1,6,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318797","telegraaf",11222,"almere",1.09514958621869,"landelijk",1,6,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318800","telegraaf",77366,"langedijk",0.743045781576525,"landelijk",1,5,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318802","telegraaf",11354,"almere",1.04141127627369,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318803","telegraaf",88490,"amsterdam",1.09211804895821,"landelijk",1,7,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318804","telegraaf",22130,"enschede",0.983363143468961,"landelijk",1,7,0,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318812","telegraaf",11401,"almere",0.83621210660842,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318814","telegraaf",55288,"smallingerland",0.79140772150439,"landelijk",1,6,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318819","telegraaf",88249,"amsterdam",0.906197566706999,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318820","telegraaf",11415,"almere",1.17104368139015,"landelijk",1,5,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318823","telegraaf",55335,"smallingerland",0.898081711232443,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318826","telegraaf",11422,"almere",1.17104368139015,"landelijk",1,7,0,0,1,0,0,NA,NA,0,1,NA,NA,0,0,0
"318838","telegraaf",77370,"langedijk",0.604305089175663,"landelijk",1,6,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318839","telegraaf",11417,"almere",0.940301805881723,"landelijk",1,7,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318842","telegraaf",55278,"smallingerland",0.79140772150439,"landelijk",1,7,0,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318846","telegraaf",77535,"langedijk",0.604305089175663,"landelijk",1,6,0,0,0,1,0,NA,NA,1,0,NA,NA,0,0,0
"318855","telegraaf",55266,"smallingerland",1.21693399652586,"landelijk",1,5,0,0,0,0,0,NA,NA,0,0,NA,NA,1,0,0
"318858","telegraaf",22405,"enschede",1.11056849418776,"landelijk",1,5,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318864","telegraaf",88503,"amsterdam",1.04460325938323,"landelijk",1,4,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318867","telegraaf",11223,"almere",1.09514958621869,"landelijk",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318873","telegraaf",88399,"amsterdam",0.906197566706999,"landelijk",1,6,0,0,0,1,0,NA,NA,1,0,NA,NA,0,0,0
"318886","telegraaf",88394,"amsterdam",0.917381517197433,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318892","telegraaf",88342,"amsterdam",0.906197566706999,"landelijk",1,7,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,1
"318893","telegraaf",22133,"enschede",0.793392238324074,"landelijk",1,4,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318896","telegraaf",11423,"almere",0.940301805881723,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318901","telegraaf",22401,"enschede",0.935871537760698,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318904","telegraaf",88514,"amsterdam",1.04460325938323,"landelijk",1,6,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"318907","telegraaf",11411,"almere",0.940301805881723,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318913","telegraaf",11215,"almere",0.879361846186308,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318917","telegraaf",88535,"amsterdam",1.04460325938323,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318934","telegraaf",88504,"amsterdam",1.04460325938323,"landelijk",1,6,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318935","telegraaf",77538,"langedijk",0.604305089175663,"landelijk",1,7,1,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318937","telegraaf",11224,"almere",1.17104368139015,"landelijk",1,7,0,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318939","telegraaf",55262,"smallingerland",0.859226076233964,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318941","telegraaf",55155,"smallingerland",1.38096474972391,"landelijk",1,4,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318944","telegraaf",22132,"enschede",0.935871537760698,"landelijk",1,4,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318946","telegraaf",11061,"almere",0.83621210660842,"landelijk",1,6,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318948","telegraaf",88348,"amsterdam",0.917381517197433,"landelijk",1,4,0,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"318951","telegraaf",11219,"almere",1.04141127627369,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318958","telegraaf",77212,"langedijk",1.09813478656974,"landelijk",1,3,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318963","telegraaf",22134,"enschede",0.793392238324074,"landelijk",1,5,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318964","telegraaf",11240,"almere",1.09514958621869,"landelijk",1,5,1,0,1,0,0,NA,NA,1,0,NA,NA,0,0,0
"318965","telegraaf",66210,"bunschoten",1.15252784905798,"landelijk",1,6,1,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"318975","telegraaf",22096,"enschede",0.793392238324074,"landelijk",1,3,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318979","telegraaf",77247,"langedijk",0.743045781576525,"landelijk",1,7,1,0,1,1,0,NA,NA,0,1,NA,NA,0,0,0
"318981","telegraaf",11069,"almere",0.83621210660842,"landelijk",1,5,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318984","telegraaf",66212,"bunschoten",0.658385254746918,"landelijk",1,6,1,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318985","telegraaf",11426,"almere",0.940301805881723,"landelijk",1,5,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318987","telegraaf",33004,"nijmegen",0.765361480164152,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318988","telegraaf",77386,"langedijk",0.893092265078127,"landelijk",1,2,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"318995","telegraaf",77072,"langedijk",1.49707465828579,"landelijk",1,4,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"318998","telegraaf",77249,"langedijk",2.21250130357724,"landelijk",1,5,0,0,1,0,0,NA,NA,0,0,NA,NA,0,0,0
"319002","telegraaf",77381,"langedijk",2.21250130357724,"landelijk",1,7,1,0,1,0,0,NA,NA,0,0,NA,NA,0,0,0
"319003","telegraaf",11369,"almere",1.09514958621869,"landelijk",1,7,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319005","telegraaf",88354,"amsterdam",1.04460325938323,"landelijk",1,6,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"319010","telegraaf",55171,"smallingerland",0.975041314245575,"landelijk",1,5,0,0,1,0,0,NA,NA,1,1,NA,NA,0,0,0
"319012","telegraaf",11265,"almere",0.879361846186308,"landelijk",1,7,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"319013","telegraaf",88401,"amsterdam",1.04460325938323,"landelijk",1,5,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319017","telegraaf",22409,"enschede",1.11056849418776,"landelijk",1,4,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319025","telegraaf",77073,"langedijk",2.21250130357724,"landelijk",1,2,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319026","telegraaf",88396,"amsterdam",0.906197566706999,"landelijk",1,5,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319033","telegraaf",22135,"enschede",0.935871537760698,"landelijk",1,5,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"319036","telegraaf",11425,"almere",0.940301805881723,"landelijk",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319038","telegraaf",33003,"nijmegen",0.916876647096828,"landelijk",1,5,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"319039","telegraaf",22142,"enschede",1.11056849418776,"landelijk",1,7,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"319042","telegraaf",55168,"smallingerland",1.38096474972391,"landelijk",1,4,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319043","telegraaf",55293,"smallingerland",0.859226076233964,"landelijk",1,3,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"319047","telegraaf",77215,"langedijk",0.743045781576525,"landelijk",1,6,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"319048","telegraaf",77399,"langedijk",0.604305089175663,"landelijk",1,3,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"319050","telegraaf",88523,"amsterdam",1.04460325938323,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319051","telegraaf",11070,"almere",1.09514958621869,"landelijk",1,5,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"319054","telegraaf",66213,"bunschoten",1.88116939479177,"landelijk",1,6,0,0,0,1,0,NA,NA,0,0,NA,NA,0,0,0
"319056","telegraaf",88386,"amsterdam",1.09211804895821,"landelijk",1,6,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319057","telegraaf",33005,"nijmegen",0.95182284806155,"landelijk",1,5,1,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319058","telegraaf",77387,"langedijk",0.743045781576525,"landelijk",1,6,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319059","telegraaf",88334,"amsterdam",0.917381517197433,"landelijk",1,7,0,0,0,1,0,NA,NA,0,1,NA,NA,0,0,0
"319060","telegraaf",55159,"smallingerland",0.975041314245575,"landelijk",1,7,0,0,0,1,1,NA,NA,0,1,NA,NA,0,0,0
"319062","telegraaf",77221,"langedijk",1.49707465828579,"landelijk",1,5,1,0,0,1,0,NA,NA,1,1,NA,NA,0,0,0
"319070","telegraaf",88241,"amsterdam",0.947416839487048,"landelijk",1,7,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319073","telegraaf",11370,"almere",0.940301805881723,"landelijk",1,3,0,0,0,0,0,NA,NA,0,1,NA,NA,0,0,0
"319076","telegraaf",77231,"langedijk",1.09813478656974,"landelijk",1,5,0,0,0,0,0,NA,NA,1,0,NA,NA,0,0,0
"319078","telegraaf",88244,"amsterdam",0.906197566706999,"landelijk",1,7,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
"319079","telegraaf",55161,"smallingerland",1.21693399652586,"landelijk",1,7,1,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0
