"","ID","gemeente","weight1","geslacht","leeftijd","opleiding","gezin","vertrouwen","nieuwsinteresse","intr_nieuws_buurt","intr_nieuws_stad","intr_nieuws_landelijk","intr_nieuws_internationaal","intr_nieuws_gr18","stem_gr2014","stem_gr2014b","stem_2017","stemkans_gr18","stemintentie_gr18","stemintentie_gr18b","stem_gr18","stem_moment","stem_plan","sr_niet","referendum","stem_gr18b"
"2886",33456,"nijmegen",1.33017405341258,1,39,"master",1,1,1,1,1,1,1,1,"Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd","Weet niet","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"Uit protest/ onvrede over gevoerd beleid/ huidige gang van zaken","Ik heb niet gestemd","Ik heb niet gestemd"
"2887",55225,"smallingerland",1.38096474972391,2,39,"bachelor",4,0.166666666666667,0.3,0.5,0.5,0.5,0.5,-0.5,"GroenLinks","GroenLinks","GroenLinks","Waarschijnlijk wel","GroenLinks","GroenLinks",NA,NA,NA,NA,NA,NA
"2888",33457,"nijmegen",1.11036090363886,2,40,"bachelor",5,0.166666666666667,0.4,0.5,1,0.5,0.5,-0.5,"GroenLinks","GroenLinks","GroenLinks","Zeker wel","GroenLinks","GroenLinks",NA,NA,NA,NA,NA,NA
"2889",55226,"smallingerland",0.859226076233964,1,60,"mbo",5,0.166666666666667,0.3,0.5,0.5,0.5,-0.5,0.5,"ChristenUnie","ChristenUnie","ChristenUnie","Waarschijnlijk niet","ChristenUnie","ChristenUnie","ChristenUnie","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","ChristenUnie"
"2890",55227,"smallingerland",1.21693399652586,1,20,"mbo",5,0.333333333333333,0.1,0.5,-0.5,0.5,-0.5,0.5,"ChristenUnie","ChristenUnie","ChristenUnie","Zeg ik liever niet","ChristenUnie","ChristenUnie","Ik heb niet gestemd",NA,NA,"weet niet","Ik heb niet gestemd","Ik heb niet gestemd"
"2891",99432,"rotterdam",0.988012369639299,1,30,"bachelor",1,-0.666666666666667,0.7,1,1,1,1,-0.5,"VVD","VVD","VVD","Zeker wel","VVD","VVD",NA,NA,NA,NA,NA,NA
"2892",44259,"roermond",1.74369936755954,2,26,"master",2,-0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,"GroenLinks","GroenLinks","SP","Waarschijnlijk wel","D66","D66","Demokraten Swalmen (DS)","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"2893",11461,"almere",1.09514958621869,2,47,"mbo",4,-0.333333333333333,0.3,0.5,0.5,0.5,0.5,-0.5,"Ik heb blanco gestemd","Ik heb blanco gestemd","Ik heb blanco gestemd","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer","VVD","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","VVD"
"2894",33458,"nijmegen",1.11036090363886,2,26,"master",1,0.666666666666667,0.6,1,1,1,0.5,-0.5,"VVD","VVD","D66","Zeker wel","VVD","VVD","D66","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb niet gestemd","D66"
"2895",33459,"nijmegen",1.11036090363886,2,27,"bachelor",1,-0.166666666666667,-0.8,-1,-1,-0.5,-0.5,-1,"Ik heb niet gestemd","Ik heb niet gestemd","CDA","Waarschijnlijk niet","Weet ik niet meer","Weet ik niet meer","CDA","Op 21 maart, maar niet in het stemhokje","Ik was van plan om niet te gaan stemmen, maar heb uiteindelijk toch gestemd",NA,"Ik heb voor gestemd","CDA"
"2896",33460,"nijmegen",1.33017405341258,1,34,"bachelor",2,0,0.2,-0.5,0.5,0.5,1,-0.5,"Piratenpartij Amsterdam","lokaal","Andere partij, namelijk:","Zeker wel","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"2897",55228,"smallingerland",0.975041314245575,2,47,"mbo",2,-0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,"SP","SP","SP","Zeker wel","Weet ik niet meer","Weet ik niet meer","Smallingerlands Belang","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"2898",11462,"almere",0.940301805881723,1,42,"bachelor",5,0,1,1,1,1,1,1,"SP","SP","SP","Waarschijnlijk niet","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"Geen stempas ontvangen/ stempas is zoekgeraakt","Ik heb niet gestemd","Ik heb niet gestemd"
"2899",88451,"amsterdam",0.906197566706999,1,54,"bachelor",1,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,"Ik heb niet gestemd","Ik heb niet gestemd","PVV","Zeker wel","Forum voor Democratie","Forum voor Democratie","Forum voor Democratie","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","Forum voor Democratie"
"2900",11463,"almere",0.940301805881723,1,43,"bachelor",1,-0.333333333333333,0.9,1,1,1,1,0.5,"VVD","VVD","VVD","Waarschijnlijk niet","Weet ik niet meer","Weet ik niet meer","D66","Op 21 maart, maar niet in het stemhokje","Ik was er niet zeker van, maar ben uiteindelijk toch gaan stemmen",NA,"Ik heb voor gestemd","D66"
"2901",11464,"almere",0.879361846186308,1,55,"mbo",1,0.166666666666667,0.4,1,0.5,0.5,0.5,-0.5,"PVV","PVV","VVD","Zeker wel","VVD","VVD","D66","In het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","D66"
"2902",99433,"rotterdam",1.02417055319339,2,34,"lbo",4,0,0,0,0,0,0,0,"Weet ik niet meer","Weet ik niet meer","Weet ik niet meer","Zeg ik liever niet","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"Ik ben het helemaal vergeten/ had geen tijd of gelegenheid","Ik heb niet gestemd","Ik heb niet gestemd"
"2903",33461,"nijmegen",0.95182284806155,1,57,"bachelor",2,0,1,1,1,1,1,1,"GroenLinks","GroenLinks","GroenLinks","Zeker wel","GroenLinks","GroenLinks","GroenLinks","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"2904",99434,"rotterdam",0.988012369639299,1,33,"mavo",4,0.166666666666667,0.9,1,1,1,1,0.5,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Waarschijnlijk wel","Leefbaar Rotterdam","lokaal","Ik heb niet gestemd",NA,NA,"Ik ben het helemaal vergeten/ had geen tijd of gelegenheid","Ik heb niet gestemd","Ik heb niet gestemd"
"2905",22473,"enschede",1.11056849418776,2,22,"bachelor",4,0,0.1,-0.5,0.5,0.5,0.5,-0.5,"Weet ik niet meer","Weet ik niet meer","D66","Zeker wel","Weet ik niet meer","Weet ik niet meer","D66","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","D66"
"2906",22474,"enschede",1.3100070737263,1,22,"bachelor",4,0.333333333333333,0.4,-0.5,-0.5,1,1,1,"D66","D66","GroenLinks","Zeker wel","GroenLinks","GroenLinks",NA,NA,NA,NA,NA,NA
"2907",44260,"roermond",1.74369936755954,2,29,"bachelor",2,-0.166666666666667,0.5,1,1,0.5,0.5,-0.5,"VVD","VVD","PvdA","Weet niet","Weet ik niet meer","Weet ik niet meer","Liberale Volkspartij Roermond (LVR)","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"2908",44261,"roermond",1.50062529002671,1,30,"bachelor",2,-1,0,0.5,-0.5,0.5,0.5,-1,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Weet niet","Weet ik niet meer","Weet ik niet meer","Liberale Volkspartij Roermond (LVR)","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"2909",99435,"rotterdam",1.04689921533174,2,50,"bachelor",3,0.333333333333333,-0.3,-0.5,-0.5,0.5,-0.5,-0.5,"PvdA","PvdA","ChristenUnie","Waarschijnlijk wel","ChristenUnie-SGP","ChristenUnie-SGP","CDA","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","CDA"
"2910",99436,"rotterdam",1.00993859986337,1,46,"bachelor",4,-0.166666666666667,0.3,0.5,0.5,0.5,0.5,-0.5,"Weet ik niet meer","Weet ik niet meer","CDA","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer","CDA","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","CDA"
"2911",11465,"almere",1.09514958621869,2,46,"bachelor",2,0.333333333333333,0.7,0.5,1,1,0.5,0.5,"Weet ik niet meer","Weet ik niet meer","Weet ik niet meer","Zeker wel","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"Geen of te weinig verschillen tussen partijen/ ik ken de programma’s/ kandidaten/ standpunten niet","Ik heb niet gestemd","Ik heb niet gestemd"
"2912",11466,"almere",1.17104368139015,2,34,"mbo",4,1,0.8,1,1,1,0.5,0.5,"D66","D66","Ik heb niet gestemd","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"2913",22475,"enschede",0.935871537760698,1,49,"bachelor",3,0,1,1,1,1,1,1,"ChristenUnie","ChristenUnie","ChristenUnie","Zeker wel","ChristenUnie","ChristenUnie","ChristenUnie","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","ChristenUnie"
"2914",88452,"amsterdam",1.09211804895821,2,30,"master",2,0.166666666666667,0.7,0.5,1,1,0.5,0.5,"VVD","VVD","Ik heb niet gestemd","Waarschijnlijk wel","CDA","CDA","Ik heb niet gestemd",NA,NA,"anders, namelijk...","Ik heb niet gestemd","Ik heb niet gestemd"
"2915",99437,"rotterdam",0.988012369639299,1,24,"bachelor",1,0.333333333333333,0.6,-0.5,1,1,1,0.5,"CDA","CDA","Andere partij, namelijk:","Zeker wel","Leefbaar Rotterdam","lokaal",NA,NA,NA,NA,NA,NA
"2916",22476,"enschede",1.11056849418776,2,30,"mbo",3,0.333333333333333,0.1,0.5,0.5,0.5,-0.5,-0.5,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Weet niet","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"(lokaal) Stemmen heeft nauwelijks/ geen zin","Ik heb niet gestemd","Ik heb niet gestemd"
"2917",22477,"enschede",1.3100070737263,1,31,"mbo",3,0,0.8,0.5,1,1,1,0.5,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Weet niet","Weet ik niet meer","Weet ik niet meer","Ik heb niet gestemd",NA,NA,"(lokaal) Stemmen heeft nauwelijks/ geen zin","Ik heb niet gestemd","Ik heb niet gestemd"
"2918",33462,"nijmegen",1.11036090363886,2,32,"bachelor",4,-0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,"GroenLinks","GroenLinks","GroenLinks","Waarschijnlijk wel","GroenLinks","GroenLinks","GroenLinks","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","GroenLinks"
"2919",88453,"amsterdam",1.09211804895821,2,29,"master",2,0.5,0.3,0.5,-0.5,0.5,0.5,0.5,"GroenLinks","GroenLinks","GroenLinks","Zeker wel","GroenLinks","GroenLinks","GroenLinks","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"2920",88454,"amsterdam",0.906197566706999,1,55,"mavo",1,1,0.8,1,1,0.5,0.5,1,"SP","SP","SP","Zeker wel","SP","SP","SP","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","SP"
"2921",44262,"roermond",1.50062529002671,1,32,"bachelor",3,0.5,0.5,1,1,0.5,-0.5,0.5,"VVD","VVD","VVD","Waarschijnlijk wel","VVD","VVD","PvdA","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","PvdA"
"2922",99438,"rotterdam",0.988012369639299,1,30,"mbo",2,-0.5,0.3,0.5,0.5,0.5,0.5,-0.5,"D66","D66","D66","Zeker wel","D66","D66",NA,NA,NA,NA,NA,NA
"2923",55229,"smallingerland",0.975041314245575,2,58,"mbo",2,0.833333333333333,1,1,1,1,1,1,"ChristenUnie","ChristenUnie","ChristenUnie","Zeker wel","ChristenUnie","ChristenUnie","ChristenUnie","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","ChristenUnie"
"2924",88455,"amsterdam",1.09211804895821,2,22,"vwo",1,0,0,-0.5,0.5,0.5,0.5,-1,"D66","D66","D66","Waarschijnlijk niet","Weet ik niet meer","Weet ik niet meer","blanco / ongeldig gestemd","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","blanco / ongeldig gestemd"
"2925",55230,"smallingerland",1.38096474972391,2,39,"lbo",4,-0.666666666666667,0.7,1,0.5,0.5,0.5,1,"PvdA","PvdA","PVV","Zeker wel","VVD","VVD","Eérste Lokale Partij","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"2926",33463,"nijmegen",1.11036090363886,2,33,"mbo",3,-0.166666666666667,0.3,0.5,0.5,0.5,0.5,-0.5,"Ik heb niet gestemd","Ik heb niet gestemd","Ik heb niet gestemd","Zeker niet","Ik heb niet gestemd","Ik heb niet gestemd",NA,NA,NA,NA,NA,NA
"2927",77088,"langedijk",1.49707465828579,1,29,"mbo",1,-0.166666666666667,0.7,1,1,0.5,0.5,0.5,"Zeg ik liever niet","Zeg ik liever niet","Zeg ik liever niet","Zeker wel","Weet ik niet meer","Weet ik niet meer","Dorpsbelang Langedijk","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"2928",55231,"smallingerland",1.21693399652586,1,33,"bachelor",2,0,0.9,1,1,1,0.5,1,"CDA","CDA","CDA","Zeker wel","CDA","CDA","D66","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","D66"
"2929",55232,"smallingerland",1.38096474972391,2,31,"bachelor",2,0.333333333333333,0.6,1,1,1,0.5,-0.5,"CDA","CDA","CDA","Zeker wel","CDA","CDA","CDA","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","CDA"
"2930",99439,"rotterdam",1.04689921533174,2,48,"bachelor",3,0.333333333333333,0.3,0.5,0.5,0.5,0.5,-0.5,"Leefbaar Rotterdam","lokaal","VVD","Zeker wel","Leefbaar Rotterdam","lokaal","Leefbaar Rotterdam","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"2931",77089,"langedijk",1.09813478656974,2,51,"mbo",4,-0.666666666666667,0.5,1,1,0.5,0.5,-0.5,"CDA","CDA","VVD","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer","ChristenUnie","Op de dag voor de verkiezingen","Ik was er niet zeker van, maar ben uiteindelijk toch gaan stemmen",NA,"Ik heb voor gestemd","ChristenUnie"
"2932",11467,"almere",1.17104368139015,2,30,"bachelor",1,0.166666666666667,0.6,0.5,0.5,1,0.5,0.5,"PvdA","PvdA","PvdA","Zeker wel","PvdA","PvdA","PvdA","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","PvdA"
"2933",88456,"amsterdam",1.09211804895821,2,35,"bachelor",2,0,0.3,0.5,0.5,0.5,0.5,-0.5,"GroenLinks","GroenLinks","SP","Waarschijnlijk wel","SP","SP","GroenLinks","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","GroenLinks"
"2934",77090,"langedijk",2.21250130357724,2,31,"mbo",1,0,0.5,0.5,0.5,0.5,0.5,0.5,"PvdA","PvdA","PvdA","Zeker wel","PvdA","PvdA","PvdA","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","PvdA"
"2935",99440,"rotterdam",1.02417055319339,2,26,"master",2,0.333333333333333,0.6,0.5,0.5,1,0.5,0.5,"Zeg ik liever niet","Zeg ik liever niet","GroenLinks","Zeker wel","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"2936",11468,"almere",0.83621210660842,1,65,"bachelor",2,-0.166666666666667,0.9,1,1,1,1,0.5,"VVD","VVD","VVD","Zeker wel","VVD","VVD","VVD","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","VVD"
"2937",11469,"almere",0.940301805881723,1,29,"master",3,0.5,0.9,1,1,1,1,0.5,"Weet ik niet meer","Weet ik niet meer","VVD","Zeker wel","Weet ik niet meer","Weet ik niet meer","Leefbaar Almere","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"2938",44263,"roermond",1.74369936755954,2,23,"master",2,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,"GroenLinks","GroenLinks","GroenLinks","Waarschijnlijk wel","GroenLinks","GroenLinks","D66","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","D66"
"2939",44264,"roermond",1.50062529002671,1,29,"master",2,-0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,"Weet ik niet meer","Weet ik niet meer","CDA","Waarschijnlijk wel","GroenLinks","GroenLinks","D66","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","D66"
"2940",99441,"rotterdam",1.02417055319339,2,34,"mbo",6,-0.166666666666667,0.7,1,1,1,1,-0.5,"Weet ik niet meer","Weet ik niet meer","SP","Waarschijnlijk wel","Partij voor de Dieren (PvdD)","Partij voor de Dieren (PvdD)","D66","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","D66"
"2941",22478,"enschede",0.935871537760698,1,52,"mbo",1,-0.833333333333333,0.7,0.5,0.5,0.5,1,1,"Burgerbelangen Enschede (BBE)","lokaal","Forum voor Democratie","Zeker wel","Democratisch Platform Enschede","lokaal","Burgerbelangen Enschede (BBE)","Circa een maand voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"2942",99442,"rotterdam",1.02417055319339,2,27,"mbo",2,0,0.3,0.5,0.5,0.5,0.5,-0.5,"SP","SP","SP","Zeker wel","Zeg ik liever niet","Zeg ik liever niet","GroenLinks","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"2943",99443,"rotterdam",1.00993859986337,1,55,"mavo",1,-0.5,0.7,1,0.5,1,0.5,0.5,"PvdA","PvdA","PVV","Zeker wel","PVV","PVV",NA,NA,NA,NA,NA,NA
"2944",88457,"amsterdam",0.906197566706999,1,55,"bachelor",1,0.5,1,1,1,1,1,1,"GroenLinks","GroenLinks","GroenLinks","Zeker wel","GroenLinks","GroenLinks","GroenLinks","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"2945",33464,"nijmegen",1.11036090363886,2,39,"bachelor",4,-0.333333333333333,0.2,1,1,0.5,-0.5,-1,"Weet ik niet meer","Weet ik niet meer","PvdA","Zeker wel","Weet ik niet meer","Weet ik niet meer","D66","In het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","D66"
"2946",11470,"almere",1.17104368139015,2,42,"master",2,-0.333333333333333,0.6,1,0.5,1,1,-0.5,"Weet ik niet meer","Weet ik niet meer","D66","Zeker wel","Weet ik niet meer","Weet ik niet meer","Partij voor de Dieren (PvdD)","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","Partij voor de Dieren (PvdD)"
"2947",11471,"almere",0.879361846186308,1,52,"master",3,-0.5,0.6,1,0.5,1,1,-0.5,"D66","D66","D66","Zeker wel","D66","D66","VVD","Circa een maand voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","VVD"
"2948",88458,"amsterdam",0.906197566706999,1,54,"bachelor",1,-0.166666666666667,0.6,0.5,1,-0.5,1,1,"Partij voor de Dieren (PvdD)","Partij voor de Dieren (PvdD)","Partij voor de Dieren","Zeker wel","Partij voor de Dieren (PvdD)","Partij voor de Dieren (PvdD)","SP","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","SP"
"2949",88459,"amsterdam",0.947416839487048,2,49,"bachelor",3,-0.166666666666667,0.5,0.5,0.5,0.5,0.5,0.5,"D66","D66","D66","Zeker wel","Weet ik niet meer","Weet ik niet meer",NA,NA,NA,NA,NA,NA
"2950",11472,"almere",1.09514958621869,2,61,"mbo",2,0.166666666666667,0.8,1,1,1,0.5,0.5,"SP","SP","Partij voor de Dieren","Zeker wel","Partij voor de Dieren (PvdD)","Partij voor de Dieren (PvdD)","Partij voor de Dieren (PvdD)","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","Partij voor de Dieren (PvdD)"
"2951",88460,"amsterdam",0.906197566706999,1,50,"bachelor",1,0.333333333333333,0.5,-0.5,0.5,1,1,0.5,"D66","D66","D66","Zeker wel","D66","D66","D66","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","D66"
"2952",11473,"almere",1.09514958621869,2,56,"mbo",2,0.333333333333333,0.7,0.5,0.5,1,1,0.5,"PvdA","PvdA","PvdA","Zeker wel","Weet ik niet meer","Weet ik niet meer","PvdA","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","PvdA"
"2953",11474,"almere",1.09514958621869,2,61,"mavo",3,-1,1,1,1,1,1,1,"Almere Partij OPA","lokaal","50PLUS","Zeker wel","Almere Partij OPA","lokaal","Almere Partij OPA","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"2954",99444,"rotterdam",1.00993859986337,1,47,"mbo",2,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,"Partij voor de Dieren (PvdD)","Partij voor de Dieren (PvdD)","PVV","Zeker wel","PVV","PVV","PVV","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","PVV"
"2955",44265,"roermond",1.74369936755954,2,42,"mbo",4,-0.166666666666667,0.6,1,1,0.5,1,-0.5,"Ik heb niet gestemd","Ik heb niet gestemd","PVV","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer","Demokraten Swalmen (DS)","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","lokaal"
"2956",88461,"amsterdam",1.04460325938323,1,28,"zegikniet",3,0.333333333333333,0.8,0.5,1,1,1,0.5,"D66","D66","D66","Zeker wel","D66","D66","D66","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb blanco/ongeldig gestemd","D66"
"2957",33465,"nijmegen",1.11036090363886,2,39,"master",5,0.5,0.4,0.5,0.5,1,0.5,-0.5,"GroenLinks","GroenLinks","GroenLinks","Zeker wel","GroenLinks","GroenLinks","GroenLinks","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"2958",99445,"rotterdam",1.00993859986337,1,64,"mavo",2,0.166666666666667,0.4,1,0.5,0.5,0.5,-0.5,"Leefbaar Rotterdam","lokaal","PVV","Waarschijnlijk wel","PVV","PVV","Ik heb niet gestemd",NA,NA,"Uit protest/ onvrede over gevoerd beleid/ huidige gang van zaken","Ik heb voor gestemd","Ik heb niet gestemd"
"2959",22479,"enschede",0.935871537760698,1,53,"master",4,-0.5,0.1,-0.5,-0.5,1,1,-0.5,"D66","D66","D66","Zeker wel","D66","D66","GroenLinks","Circa een week voor de verkiezingen","Ik was er niet zeker van, maar ben uiteindelijk toch gaan stemmen",NA,"Ik heb tegen gestemd","GroenLinks"
"2960",22480,"enschede",0.793392238324074,2,48,"master",4,-0.166666666666667,0.1,-0.5,-0.5,1,1,-0.5,"PvdA","PvdA","PvdA","Zeker wel","PvdA","PvdA","Burgerbelangen Enschede (BBE)","Circa een week voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"2961",22481,"enschede",1.3100070737263,1,26,"master",4,-0.166666666666667,0,-0.5,-0.5,0.5,1,-0.5,"GroenLinks","GroenLinks","GroenLinks","Zeker wel","D66","D66","D66","Op de dag voor de verkiezingen","Ik was er niet zeker van, maar ben uiteindelijk toch gaan stemmen",NA,"Ik heb tegen gestemd","D66"
"2962",22482,"enschede",1.11056849418776,2,20,"master",4,-0.5,0.1,-0.5,-0.5,1,1,-0.5,"D66","D66","D66","Zeker wel","D66","D66","Democratisch Platform Enschede","Op 21 maart, maar niet in het stemhokje","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"2963",55233,"smallingerland",1.38096474972391,2,21,"bachelor",3,-0.666666666666667,-0.1,-0.5,-0.5,0.5,1,-1,"Ik heb niet gestemd","Ik heb niet gestemd","D66","Waarschijnlijk niet","Ik heb niet gestemd","Ik heb niet gestemd","Smallingerlands Belang","Op 21 maart, maar niet in het stemhokje","Ik was van plan om niet te gaan stemmen, maar heb uiteindelijk toch gestemd",NA,"Ik heb tegen gestemd","lokaal"
"2964",55234,"smallingerland",0.975041314245575,2,55,"bachelor",3,-0.666666666666667,0.5,0.5,0.5,0.5,0.5,0.5,"Weet ik niet meer","Weet ik niet meer","D66","Waarschijnlijk wel","D66","D66","Smallingerlands Belang","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"2965",55235,"smallingerland",0.859226076233964,1,55,"bachelor",3,-0.666666666666667,0.5,0.5,0.5,0.5,0.5,0.5,"Zeg ik liever niet","Zeg ik liever niet","Zeg ik liever niet","Waarschijnlijk wel","Weet ik niet meer","Weet ik niet meer","Smallingerlands Belang","Op de dag voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","lokaal"
"2966",99446,"rotterdam",0.924563889565911,1,76,"bachelor",2,0.5,0.9,1,1,1,1,0.5,"VVD","VVD","VVD","Waarschijnlijk wel","ChristenUnie-SGP","ChristenUnie-SGP","ChristenUnie-SGP","Circa een maand voor de verkiezingen","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb voor gestemd","ChristenUnie-SGP"
"2967",99447,"rotterdam",1.02417055319339,2,37,"bachelor",1,0,0.7,1,1,0.5,0.5,0.5,"VVD","VVD","VVD","Zeker wel","VVD","VVD","VVD","Dat stond al heel lang vast","Ik ben altijd van plan geweest te gaan stemmen",NA,"Ik heb tegen gestemd","VVD"
